WBIC,SHAPE_AREA,SHAPE_LEN,lat,long,Area,WatershedA,MaxDepth,MeanDepth,W_AREA,W_LAT,W_PERM,W_SLOPE,W_DARCY,W_BD_203,W_QG_1,W_PRCP_ANN,W_TEMP_ANN,W_TEMP_GS,W_TEMP_JUL,TRW_AREA,W_LU06_11,W_LU06_21,W_LU06_22,W_LU06_41,W_LU06_42,W_LU06_43,W_LU06_52,W_LU06_71,W_LU06_81,W_LU06_82,W_LU06_90,W_LU06_95,R_AREA,R_PERM,R_SLOPE,R_DARCY,R_LU06_11,R_LU06_21,R_LU06_41,R_LU06_43,R_LU06_90,w_develop,w_forest,w_ag,w_wetland,r_develop,r_forest,r_wetland,cond,mg_average,ca_average,lake_MEAN,watershed_MIN,elevation_difference,LakeName,US_L3NAME,ECO_LANDSC,HUC12_CODE,slope2,slope3,slope4,slope5,slopenearest,SDI,area_depth_ratio
1863200,165536.657845,3666.47307830999,45.6862596,-91.61545963,41,795,49,14,1.2869,45.6899999999999,311,3.395,-35.5,100,0,841.1,5.09,13.6199999999999,20.0599999999999,3.22,15.25,6.01,0,43.78,2,2.31,0,1.2,17.44,10.24,1.78,0,0.186,311,7.0619998,-187.3,24.4599991,0.75,60.1599998,8.0600004,1.45,6.01,48.09,27.68,1.78,0.75,68.2200002,1.45,33,0.68,1.54,400.263290719,399.923034668,21.89225737700002,Loon Lake,Northern Lakes and Forests,North Central Forest,070500070302,0.00473951015035252,0.00560118700705367,0.00978932880983815,0.00560118700705367,0.00978932880983815,2.5421225152258398,11083.658594796187
102700,96707.0936013,1533.65401419,43.6085006599999,-89.3032438999999,24,799,0,NA,3.2334,43.6099999999999,423,4.201,-187.199999999999,0,0,840.6,7.57,15.57,21.69,3.23,4.51,3.46,1,49.78,0,1.71,0,0,2.26,36.1899999999999,0.2,0.89,0.0985,423,5.3439999,201.9,37.1599998,0,32.2799988,4.0599999,0,4.46,51.49,38.449999999999896,1.09,7.7199998,36.3399987,11.9799995,NA,NA,NA,259.715846412,259.63494873,68.41376174199996,Cuff Lake,Southeastern Wisconsin Till Plains,Central Sand Hills,040302010602,0.00226414344574486,0.00260188623959153,0.00338706950765689,0.00260188623959153,0.00226414344574486,1.3912119453397094,Inf
1862200,320374.524014999,2161.3719676699902,45.84741074,-91.5193330099999,79,826,14,6,3.3416,45.85,825.299999999999,1.773,-61.2999999999999,0,100,842.799999999999,5.01,13.51,19.9499999999999,3.34,9.96,6.75,3.16,18.92,1.17,6.26,0.63,0,31.91,13.8699999999999,6.96,0.35,0.136,671,2.868,-71.5,19.1200008,3.75,25.9599991,4.8499999,36.7700005,9.98,26.35,45.7799999999999,7.31,3.75,31.689999,43.9000006,60,NA,NA,396.908721476,396.844482422,18.84692427600004,Little Sand Lake,Northern Lakes and Forests,Northwest Sands,070500010403,-2.28024229374793e-4,2.35759676597238e-4,6.57419224825743e-4,2.35759676597238e-4,2.35759676597238e-4,1.0771981416635776,75078.39426673205
102900,60470.1814305,1113.44210913,44.04305832,-89.21679462,15,829,14,NA,0.6178,44.0399999999999,1049,4.125,-190.3,100,44.6899999999999,799.299999999999,7.24,15.2799999999999,21.3999999999999,3.35,14.1,14.8599999999999,0.76,29.8999999999999,11.1,3.03,0,0,1.18,11.99,13.08,0,0.0743,1049,7.2189999,-155.2,36.4700012,0,11.1700001,1.21,36.6100006,15.6199999999999,44.0299999999999,13.17,13.08,0,21.8000002,36.6100006,238.6,NA,NA,260.994603407,260.794921875,50.90362047000002,Deer Lake,North Central Hardwood Forests,Central Sand Hills,040302010804,0.00107813380361639,0.00215204202412803,0.002252329372163,0.00215204202412803,0.00107813380361639,1.2772975347996876,14170.927406847582
2498300,210866.287161999,2606.18896623999,46.2309535099999,-91.8992903,52,849,17,NA,2.7654,46.2299999999999,1032,3.299,-544.7,13.35,28.3,798.399999999999,4.88,13.51,19.9699999999999,3.44,7.18,4.9,1.29,51.27,8.74,14.64,6.05,0,0,0,4.07,1.86,0.1558,1032,7.5809999,-344.4,14.5699997,0.32,49.8100014,20.1499996,4.6199999,6.19,74.65,0,5.930000000000001,0.32,80.4900007,4.6199999,39,NA,NA,317.352654118,317.206115723,24.551459652000005,Spider Lake,Northern Lakes and Forests,Northwest Sands,070300010107,0.00112511397695908,0.00310069616428752,0.00330733983057149,0.00310069616428752,0.00330733983057149,1.601022348228777,40695.20749613999
182300,375583.009499999,3294.34931465999,44.23591107,-89.14031928,93,849,13,6,3.4344,44.2299999999999,1049,2.817,-121.2,88.31,99.5699999999999,808,6.99,15.0299999999999,21.0799999999999,3.43,14.8,6.1,0.03,46.07,7.99,3.45,0,0.66,0,6.09,13.98,0.84,0.1903,1049,7.48,-300.4,20.3400002,2.47,47.4500008,0.68,16.6599998,6.13,57.510000000000005,6.09,14.82,2.47,55.430001,21.7599997,216.3333333,NA,NA,269.153774088,268.892150879,40.53796785500003,Twin Lake,North Central Hardwood Forests,Central Sand Hills,040302022001,-3.91112449562011e-4,4.69284322042576e-4,0.00216217452450809,4.69284322042576e-4,-3.91112449562011e-4,1.5163929152033329,94786.74780436074
1013800,1543634.25796,9666.67453648999,46.0193290699999,-89.51993905,381,864,35,15,3.4952,46.02,762.799999999999,2.345,-52.3999999999999,100,0.49,810.799999999999,4.35,12.5399999999999,18.66,3.5,45.43,6.3,0,22.4499999999999,0.15,14.63,0,1.24,0,0,9.24,0.56,0.4468,747.0999756,5.8899999,-222.9,16.3400002,3.1800001,30.1900005,15.6499996,33.4399986,6.3,37.2299999999999,0,9.8,3.1800001,47.0500001,33.4399986,49,1.7,5.3,502.966975152,501.723236084,31.549016059000053,Razorback Lake,Northern Lakes and Forests,Northern Highland,070700010502,0.0013031052531524,7.41637477248943e-5,2.99664321705335e-4,7.41637477248943e-5,0.0013031052531524,2.1948253144403616,144697.6244806899
969600,428001.324544999,5606.66178598999,45.4235706999999,-89.4901265999999,106,866,43,NA,1.323,45.43,484,5.341,-151.8,0,0,808.1,4.57,12.77,18.85,3.5,32.2199999999999,10.8599999999999,0,39.5499999999999,1.35,4.1,0,1.22,0,0,10.6999999999999,0,0.2776,484,6.98,-26,12.5699997,22.0799999,29.8600006,2.95,26.1200008,10.8599999999999,44.9999999999999,0,10.6999999999999,22.0799999,36.8500006,26.1200008,23,0.375,1.65,530.195461353,529.859375,44.66281501399999,Bass Lake,Northern Lakes and Forests,North Central Forest,070700020301,0.00428254647708755,0.0126085789998736,0.00815820368767091,0.0126085789998736,0.00428254647708755,2.4175578221426623,32655.902806644004
2474400,101931.29386,1850.93629387,45.6721808499999,-92.0215060099999,25,869,32,13,1.3337,45.67,311,5.3,-456.8,0,0,832.2,5.53,14.18,20.57,3.52,11.76,3.52,0,67.3599999999999,0,2.5,0,0,7.25,2.38,3.05,2.18,0.1081,311,10.7539997,-562.6,17.7600002,3.1500001,59.8499985,3.1500001,16.1000004,3.52,69.8599999999999,9.629999999999999,5.23,3.1500001,62.9999986,16.1000004,76.5,NA,NA,388.688846081,386.13180542,50.413723499000014,Leach Lake,North Central Hardwood Forests,Forest Transition,070300010801,-1.64516661037264e-5,-6.65325956264935e-5,0.0101917875366097,-6.65325956264935e-5,-1.64516661037264e-5,1.6354330530128198,10450.632982693569
585100,309023.628846,4003.974376,45.89388237,-88.1652622999999,76,873,27,6,1.662,45.89,1032,3.569,-247.3,0,100,748,4.83,12.76,18.87,3.53,20.67,10.13,0.75,51.3299999999999,0,1.63,1.46,5.95,0.01,0.6,7.49,0,0.215,1032,9.0150003,-332.199999999999,12.1899996,7.8099999,52,0,23.4400005,10.88,52.9599999999999,0.61,7.49,7.8099999,52,23.4400005,106,NA,NA,356.692868703,356.403594971,31.895571238000002,Cosgrove Lake,Northern Lakes and Forests,Northeast Sands,040301080701,-0.00664310677140773,0.0079320485234535,0.0036931855989674,0.0079320485234535,-0.00664310677140773,2.031844713903148,37550.26111184019
993800,75389.1820266,1865.37798619,45.28971339,-89.1616860799999,19,881,17,NA,3.5643,45.2899999999999,484,4.524,-218.699999999999,0,10.42,817,4.8,12.96,18.94,3.56,4.03,11.6199999999999,0.46,56.92,0.58,9.51,1.8,2.91,1.34,4.21,5.59,1.03,0.1054,484,3.3529999,-227.3,11.1000004,28.4599991,29.8899994,0,30.0799999,12.0799999999999,67.01,5.55,6.62,28.4599991,29.8899994,30.5499999,38,1.4,3,492.343298987,488.923065186,26.594567224000002,Kimball Lake,Northern Lakes and Forests,North Central Forest,070700021201,-0.00169082818280117,0.00448425058559843,0.00485698486930488,0.00448425058559843,-0.00169082818280117,1.9164937160989608,14549.402120310328
783740,38186.7231796999,1416.13871825999,43.0902730999999,-89.5048431999999,9,881,0,NA,1.8013,43.09,880.799999999999,2.573,-138.4,58.0399999999999,0,856,7.88,15.7899999999999,21.8,3.57,6.84,15.17,73.18,0.16,0,0,0,0,0,0,0.35,0,0.0683,909,1.2640001,143.8,89.9000015,5.5599999,0,0,0,92.64,0.16,0,0.35,10.0999999,0,0,251,NA,NA,276.654350221,276.631164551,39.368568479999965,Tiedemans Pond,Southeastern Wisconsin Till Plains,Southeast Glacial Plains,070900020604,-0.00279268099112017,0.00561883672040837,0.00220529468022907,0.00561883672040837,0.00561883672040837,2.0443001870831568,Inf
1832800,477691.870289999,3230.85201569999,45.29609663,-91.59958745,118,889,14,9,3.5983,45.2999999999999,824,1.42,-36.2999999999999,33.5799999999999,83.4099999999999,827.7,5.91,14.47,20.75,3.6,13.96,4.68,0.79,16.42,0.13,0.56,0,0.79,5.23,43.93,13.07,0.45,0.19,824,3.4879999,-76.4,23.6800003,6.5300002,25.3199997,2.3199999,25.2099991,5.47,17.11,49.16,13.52,6.5300002,28.2699996,27.9999991,24,NA,NA,317.022297576,316.957763672,34.14707498299998,Bass Lake,Northern Lakes and Forests,Forest Transition,070500070405,5.44579920061005e-4,0.00106274447406016,4.15846150986379e-4,0.00106274447406016,4.15846150986379e-4,1.3186763251579792,111945.03896934736
2471100,257429.425522,3440.14790032,45.91312242,-91.95424221,64,894,5,3,3.6163,45.92,1032,1.927,-270,100,0,802.1,5.31,13.9499999999999,20.2899999999999,3.62,8.03999999999999,1.77,0,39.38,11.22,16.68,0,0,7.09,4.01,9.69999999999999,2.12,0.1681,1032,4.0079999,-622.3,30.3400002,0,49.7299995,7.5,3.8699999,1.77,67.28,11.1,11.81999999999999,0,57.4699995,6.7299998,28,NA,NA,309.187703129,309.054534912,23.212321284999973,Jerry Lake,Northern Lakes and Forests,Northwest Sands,070300010404,0.00144640036851649,-3.73220198878405e-4,-4.69121980380088e-4,-3.73220198878405e-4,0.00144640036851649,1.9126833995277863,168916.94588057743
1835700,1181690.08755999,7121.56168800999,45.88127432,-91.251158,292,897,29,17,3.6301,45.88,671,1.361,-55.7999999999999,53.2599999999999,0,843.2,4.81,13.24,19.69,3.63,34.2299999999999,7.7,0,27.16,3.06,20.02,0.19,0.37,0.3,0,6.98,0,0.3684,671,2.204,-59.8999999999999,22.9400005,8.5200005,6.1100001,32.8699989,16.7700005,7.7,50.239999999999995,0.3,6.98,8.5200005,51.1399988,16.7700005,44.14285714,NA,NA,401.08201165,401.006134033,32.22786383799996,Blueberry Lake,Northern Lakes and Forests,North Central Forest,070500010301,-7.56769541536078e-4,7.0111279614592e-4,1.06747021837202e-4,7.0111279614592e-4,-7.56769541536078e-4,1.848070404971325,133687.4476830471
439500,470703.212375,4853.23588830999,45.3453032999999,-88.4422150099999,116,899,23,10,3.6367,45.35,671,4.578,-235.9,100,0,803.7,5.55,13.49,19.6099999999999,3.64,14.55,4.63,0.47,69.37,2.48,1.14,0.57,0.71,0,0.23,5.48,0.29,0.2742,671,5.5970001,-37.8999999999999,22.9799995,6.46,22.5699997,0,40.7400017,5.1899999999999995,72.99000000000001,0.23,5.7700000000000005,10.0999999,22.6399997,44.2800017,124,NA,NA,356.615729457,356.291442871,41.57839285700004,Waubee Lake,Northern Lakes and Forests,Forest Transition,040301040204,0.00247990176244859,-2.66031802829733e-4,0.0040833758282242,-2.66031802829733e-4,0.0040833758282242,1.995505307858699,67143.55990742325
195400,409486.727411,3553.77128464,44.08860619,-89.1180277499999,101,901,50,25,3.6442,44.09,1049,3.54,-159.099999999999,8.69,98.0499999999999,801.5,7.06,15.1,21.16,3.64,11.82,5.57,0.97,28.14,14.82,3.56,0.22,0,0,18.8299999999999,15.9,0.17,0.2115,1049,9.9790001,-71.9,16.4099998,3.6400001,22.6499996,7.2800002,40.6199989,6.54,46.52,18.8299999999999,16.07,5.1100001,36.5499997,40.6199989,232.4666667,NA,NA,248.743308172,247.724105835,63.08210076399996,Pearl Lake,North Central Hardwood Forests,Central Sand Hills,040302022004,0.00178772042043651,-1.03719336311176e-4,0.00115750417336498,-1.03719336311176e-4,-1.03719336311176e-4,1.566623464444939,26869.207835367455
2448700,306359.308584999,3302.49915702999,45.93086855,-91.33641719,76,911,9,6,3.6855,45.93,586.7,1.995,-31.5,100,16.91,843.2,4.81,13.24,19.69,3.69,9,4.88,0,44.17,2.3,25.27,0,0,0,0,14.07,0.32,0.1997,450.2999878,6.6929998,-181.9,28.2900009,5.9099998,45.5699997,8.96,10.6700001,4.88,71.74,0,14.39,5.9099998,54.5299997,11.270000099999999,44,NA,NA,404.698788173,404.629119873,37.493136875999994,Indian Lake,Northern Lakes and Forests,North Central Forest,070500010404,0.00189345610838487,0.00248541401281028,0.00195630593706774,0.00248541401281028,0.00189345610838487,1.6831477585302386,111679.53797936678
741500,587542.019653999,4237.24362649999,42.79084599,-88.5564895899999,145,925,29,12,3.743,42.7899999999999,909,3.066,-89.0999999999999,0,85.5699999999999,866.399999999999,8.55,16.3,22.2399999999999,3.74,16.7899999999999,6.65,3.32,13.72,0.77,3.29,0.43,0,2.26,39.28,12.24,1.23,0.237,909,8.6459999,-142,27.7600002,0.93,15.7399998,2.0699999,39.3300018,10,17.78,41.54,13.47,2.41,17.8099997,47.810001299999996,410,NA,NA,266.702045997,266.182098389,41.447398582999995,Pleasant Lake,Southeastern Wisconsin Till Plains,Southeast Glacial Plains,071200060501,0.00289909811764476,0.00283953215991917,0.00241159618935355,0.00283953215991917,0.00289909811764476,1.5594054122664056,66470.0447612905
2486600,740156.845587,5651.33788489,45.9338502499999,-92.12827541,183,927,19,8,3.7518,45.93,454.899999999999,1.913,-317.1,100,0,801.1,5.36,13.99,20.34,3.75,22.02,9.07,0.5,34.81,0.2,9.1,0,0.08,12.98,6.56,2.86,1.8,0.3113,388,3.4489999,-343,28.8199997,9.0299997,43.5600014,8.96,2.4400001,9.57,44.11000000000001,19.54,4.66,9.0299997,52.5200014,7.0300003,24,NA,NA,301.158474814,299.912811279,28.42090140700003,Oak Lake,Northern Lakes and Forests,Northwest Sands,070300010501,9.17218678386322e-4,8.28229559635029e-4,0.00154745561115329,8.28229559635029e-4,0.00154745561115329,1.8530385817120056,127807.16355625777
2491000,472516.793207,3450.97219514,45.37972984,-92.59477782,117,934,34,12,1.7502,45.38,359.899999999999,2.386,-45.5,89.68,0,782.7,6.09,14.85,21.21,3.78,28.5399999999999,4.04,0.89,33.1899999999999,0,0,0,0.1,24.92,3.66,4.05,0.62,0.195,311,4.0510001,-95.4,25.6900005,12.0500002,40.0499992,0,14.8199997,4.93,33.1899999999999,28.580000000000002,4.67,14.5600002,40.0499992,18.2599998,112,NA,NA,349.063865311,348.355621338,26.53253971800001,Poplar Lake,North Central Hardwood Forests,Forest Transition,070300050804,0.0202135823865258,0.00853980498975192,0.00125943101877847,0.00853980498975192,0.0202135823865258,1.4162108071617612,45595.64547697622
2474800,581090.102519999,7300.82287266,45.77653516,-91.73338343,144,941,53,15,3.8086,45.77,703,4.091,-348.199999999999,100,0.07,831,5.17,13.72,20.1299999999999,3.81,18.17,4.47,0,65.34,0,1.47,0,0,7.34,0.01,2.99,0.21,0.3621,671,9.4320002,-521.5,33.3899994,3.45,55.3699989,2.3800001,3.54,4.47,66.81,7.35,3.2,3.45,57.749999,5.42,31,0.773,1.98,369.462940686,368.196777344,42.22745848399995,Leesome Lake,Northern Lakes and Forests,Forest Transition,070300010402,0.00821374212896614,-4.28265577755832e-4,0.00387575032520191,-4.28265577755832e-4,0.00821374212896614,2.70174987998867,35971.01114990337
2470000,479938.234126999,3737.83618166999,46.08655049,-91.9196709099999,119,944,21,7,2.9048,46.09,1032,2.172,-483.399999999999,100,27.93,778.5,5.14,13.77,20.18,3.82,18.8599999999999,5.9,1.61,16.48,6.94,26.09,10.71,0.5,0.56,0,8.52999999999999,3.81,0.2103,1032,6.256,-1043.3,34.6599998,2.3299999,21.4500008,26.6800003,7.9899998,7.510000000000001,49.510000000000005,0.56,12.339999999999991,6.75,50.1700011,8.4199998,46,NA,NA,305.441078145,305.304412842,25.467979471999968,Horseshoe Lake,Northern Lakes and Forests,Northwest Sands,070300020310,3.51568564510895e-4,-4.85478862984564e-4,-8.6535743210875e-4,-4.85478862984564e-4,0.00257738434897596,1.5220280524711507,74980.97646028605
193800,280255.014675999,2556.60900363,44.91917671,-89.29106901,69,951,17,8,3.8502,44.92,507.1,2.132,-61.7999999999999,0,45.49,803.299999999999,5.54,13.74,19.87,3.85,8.27,2.09,0,29.73,0,0,0,0,8.89,24.3,23.4699999999999,3.25,0.1542,530,1.575,20.3,16.0799999,1.1,40.0800018,0,35.3400002,2.09,29.73,33.19,26.7199999999999,1.1,40.0800018,39.2300003,16.08,NA,NA,395.933033004,392.638458252,28.870555862999993,Mud Lake,North Central Hardwood Forests,Forest Transition,040302021001,0.00246036404257946,0.0041079514576648,8.0303209695724e-4,0.0041079514576648,0.0041079514576648,1.3623311466154029,54086.57840744152
1020300,2116163.58778999,7594.89896639,46.05528874,-89.3217730599999,523,951,63,33,3.8476,46.06,1032,1.634,-3.5,100,99.3199999999999,838.799999999999,4.32,12.46,18.59,3.85,56.8299999999999,5.94,0,14.17,0,11.72,0.21,0.07,0,0,10.15,0.9,0.4411,1032,4.0599999,-102.7,19.2900009,4.5300002,14.3999996,22.0100002,35.5900002,5.94,25.89,0,11.05,4.5300002,36.4099998,39.220000299999995,40.5,NA,NA,506.281486996,506.191467285,52.397040835999974,Stormy Lake,Northern Lakes and Forests,Northern Highland,070700010306,0.00325410499576975,0.00193821010081519,0.00187388171479537,0.00193821010081519,0.00325410499576975,1.472795505649199,110203.07814596039
972000,393895.042158,5055.70175549,45.7977509899999,-89.6664863,97,956,40,17,1.5183,45.7999999999999,671,3.909,-208.5,7.38,0,800.6,4.34,12.6,18.8,3.87,31.1099999999999,1.98,0,56.1199999999999,0,8.5,0,0,0,0,1.94,0.35,0.2742,671,8.4580002,-301.6,28.2600002,0.58,51.1699982,11.0900002,7.5900002,1.98,64.61999999999989,0,2.29,0.58,62.2599984,8.9000001,11,0.288,1.226,483.749601041,482.792022705,22.420656527000006,Bird Lake,Northern Lakes and Forests,Northern Highland,070700010802,4.73255888266556e-9,1.19581934926748e-4,8.55349035286126e-4,1.19581934926748e-4,4.73255888266556e-9,2.2724077250428554,32307.664218996062
1004600,677935.256658999,8257.51765922999,45.6755170699999,-89.53088879,168,957,45,NA,2.8493,45.68,629.899999999999,3.393,-104.9,89.3599999999999,86.78,797.7,4.67,12.91,19.07,3.87,27.37,3.56,0,46.1099999999999,1.71,15.0399999999999,0,0,0,0,6.18,0.03,0.4151,639,6.573,-87.2,28.6000004,2.3099999,34.2599983,21.7999992,11.25,3.56,62.8599999999998,0,6.21,2.3099999,57.839997499999996,11.25,21,0.312,1.575,484.042697708,483.568603516,28.49398442100005,Mildred Lake,Northern Lakes and Forests,Northern Highland,070700011001,0.00549102320573732,0.00176652204555238,0.00253595940689883,0.00176652204555238,0.00549102320573732,2.8291141373806075,49426.60080628456
2465200,349065.831515999,2790.8271967,45.94458465,-92.35641298,86,962,22,7,1.451,45.9399999999999,671,4.344,-599.7,100,0,793.6,5.47,14.1,20.4499999999999,3.89,24.93,5.91,0.1,45.5799999999999,4.36,10.52,0,0,4.04,0.38,0.81,3.16,0.1706,671,6.5209999,-260.5,18.2900009,9.5,42.4399986,17.5900002,1.41,6.22,60.459999999999894,4.42,3.97,9.5,60.0299988,11.260000400000001,55,NA,NA,290.765181391,287.416503906,23.48606983000002,Fremstadt Lake,Northern Lakes and Forests,Northwest Sands,070300010505,8.58434482370142e-4,9.61728216486335e-4,0.00244793231335857,9.61728216486335e-4,0.00244793231335857,1.3325218670519785,52055.86845561903
2456100,724882.281406,4437.09416729999,45.86613313,-91.9098363899999,179,982,24,7,2.1676,45.8599999999999,692,2.05,-0.3,60.57,0,802.1,5.31,13.9499999999999,20.2899999999999,3.97,35.1,8.41,0.58,26.0799999999999,2.72,6.23,0.29,0,6.21,2.92,9.44999999999999,2,0.238,701.5,3.4960001,0.8,26.3400002,9.29,15.0799999,17.2299995,21.8500004,8.99,35.0299999999999,9.129999999999999,11.44999999999999,13.6199999,38.1899995,21.8500004,64.4,NA,NA,327.443982762,327.383361816,32.370226221999985,Cable Lake,Northern Lakes and Forests,Northwest Sands,070300020402,-5.40929961265964e-4,5.16636730961604e-4,0.00155172638862085,5.16636730961604e-4,-5.40929961265964e-4,1.4701443243055097,99092.61283437225
191400,176766.654034,1912.71477064,45.38862943,-89.09475412,44,984,13,6,2.825,45.39,671,2.99,-6.7,90.64,16.9499999999999,826.799999999999,4.79,12.93,18.94,3.98,6.62,1.81,0,59.45,0,11.92,0.01,0,0,0,19.84,0.35,0.1139,671,4.0409999,-42.2,14.9300003,8.7799997,29.5900002,0,43.7200012,1.81,71.37,0,20.19,8.7799997,29.5900002,46.700001199999996,27,NA,NA,472.804980648,472.723205566,48.70643292599999,Loon Lake,Northern Lakes and Forests,North Central Forest,040302020106,0.0053637943172197,1.15130408196808e-4,0.00210339391776783,1.15130408196808e-4,0.0053637943172197,1.28334998232663,44611.00697405613
103400,165691.496809,1793.13613288,43.8638659699999,-89.59829648,41,986,30,5,3.99,43.8699999999999,1049,1.668,-27.1,26.4699999999999,77.9899999999999,819.299999999999,6.91,15.02,21.1299999999999,3.99,5.07,7.61,0.36,20.67,2.7,1.22,0,0.77,5.3,54.53,0.34,1.42,0.1137,1049,7.0599999,-56.8999999999999,33.7700005,12.5799999,27.5300007,3.6099999,0,7.970000000000001,24.59,59.83,1.76,12.5799999,31.1400006,7.6500001,196,NA,NA,283.778755759,283.71887207,50.094108011,Fenners Lake,North Central Hardwood Forests,Central Sand Hills,040302010303,0.0024035170204027,0.00183752292406346,0.00211037496080027,0.00183752292406346,0.0024035170204027,1.2426768827534804,18120.24243318023
1875900,507595.721901,4021.51371327,45.3367232399999,-91.28045407,125,992,40,17,2.3097,45.34,1032,0.59,-7.5,0,100,821.5,5.86,14.32,20.4899999999999,4.01,23.46,5.14,0.04,31.3599999999999,0.73,0.75,3,0.6,1.56,0.5,12.21,20.66,0.2383,1032,1.552,-26.4,20.7299995,8.1800003,17.0400009,4.3200002,18.25,5.18,32.8399999999999,2.06,32.870000000000005,8.8900003,25.180000999999997,45.1900005,34,NA,NA,324.6304148,324.522399902,8.71415917500002,Pulaski Lake,Northern Lakes and Forests,North Central Forest,070500010904,5.01726841516849e-4,0.00116618990105638,-2.17862468762374e-4,0.00116618990105638,0.00247595284414961,1.5923027508826466,41633.50737376969
117600,332906.53891,2509.73410986999,43.97845238,-89.51199123,82,1016,53,22,4.1102,43.9799999999999,1049,3.072,-61.7999999999999,0,100,795.899999999999,6.81,14.96,21.0799999999999,4.11,9.1,5.9,1.64,21.4699999999999,12.1199999999999,1.42,0.24,1.14,2.17,30.9699999999999,8.24,5.6,0.154,1049,6.9289999,-41.6,30.5200005,12.9200001,1.8200001,3.51,40.3899994,7.54,35.0099999999998,33.1399999999999,13.84,15.580000199999999,5.3300000999999995,41.2999994,224.125,NA,NA,286.194445219,286.158599854,59.12794247599999,Wood Lake,North Central Hardwood Forests,Central Sand Hills,040302010301,0.00133216899075396,0.00423509555098741,0.00324198720206956,0.00423509555098741,0.00133216899075396,1.227048187887633,20607.793474842765
2492100,1025713.42818,5642.10832315999,46.17937141,-91.7644874399999,253,1026,37,11,3.3449,46.18,1032,1.732,-226.3,100,0,800.799999999999,4.88,13.5,19.9499999999999,4.15,30.5599999999999,7.03,1.05,22.6099999999999,11.69,11.98,0.68,0.16,0,0,14.25,0,0.3259,1032,5.2059999,-1342.8,21.6000004,5.9200001,38.0200005,16.7800007,6.04,8.08,46.2799999999999,0,14.25,5.9200001,66.4300013,6.04,95,NA,NA,323.994236097,316.345214844,15.78435887400002,Red Lake,Northern Lakes and Forests,Northwest Sands,070300020306,-0.0011460110969538,0.00182293600177202,0.00238606916024768,0.00182293600177202,-0.0011460110969538,1.5715328637040147,90951.3928655033
2866000,614355.938277999,4453.7276996,46.5132959099999,-91.76289671,152,1029,8,2,4.1632,46.52,104.599999999999,1.529,-10.4,0,0,839,4.6,13.16,19.6999999999999,4.16,12.3699999999999,5.21,0.12,41.9699999999999,5.57,16.48,3.63,0,0.42,0,13.31,0.93,0.2223,83,2.0929999,-132.5,15.25,7.0599999,42.0200005,3.3299999,17.4500008,5.33,64.0199999999999,0.42,14.24,7.0599999,53.180000299999996,17.4500008,50,NA,NA,344.741888155,344.622711182,19.093988309999986,Steele Lake,Northern Lakes and Forests,Northwest Lowlands,040103010701,-0.00130292023991289,0.00272088864028106,-7.35550037645154e-4,0.00272088864028106,-0.00130292023991289,1.6029083768830463,251950.4340050849
740700,483681.64815,3473.66282523,42.7433889599999,-88.56699482,120,1033,8,4,4.181,42.75,897.299999999999,3.165,-140,0,100,885,8.66,16.3799999999999,22.34,4.18,11.6999999999999,8.44,2.56,22.94,0,2.39,0,0.25,11.39,26.21,5.95,7.78,0.2111,909,8.4870005,-233.7,16.6800003,16.2999992,11.5600004,8.8599997,21.7900009,11.39,25.330000000000002,37.6,13.73,19.469999299999998,20.4200001,40.1200008,189,NA,NA,269.744109238,269.160888672,30.04834071299996,Wandawega Lake,Southeastern Wisconsin Till Plains,Southeast Glacial Plains,071200060403,0.0012579904033955,0.00402815426131546,0.00203998406677742,0.00402815426131546,0.00402815426131546,1.4089738214237897,198360.25596702757
2473800,131214.593881999,1566.8181778,46.06372807,-91.82222962,32,1037,8,4,2.4963,46.06,431,4.251,-805.2,0,0,780.7,5.29,13.93,20.32,4.2,7.1,4.07,0.16,77.8599999999999,0,0.57,0.22,0.19,5.56,0,3.38,0.89,0.1002,431,2.908,-9.6,35.2299995,1.3,41.5200005,0,21.7600002,4.23,78.4299999999999,5.56,4.27,1.3,41.5200005,21.7600002,20,NA,NA,329.832067128,329.778869629,58.39977491299999,Lakeside Lake,Northern Lakes and Forests,North Central Forest,070300020310,-9.32811952298092e-4,7.71142181944974e-4,0.00233922482934204,7.71142181944974e-4,-9.32811952298092e-4,1.220176339070557,53811.7593020009
990700,483373.977735999,4075.39699345,45.80732083,-89.56353808,119,1038,36,21,4.1993,45.81,1024.8,3.449,-110.4,63.53,10.9,802.899999999999,4.39,12.6199999999999,18.7899999999999,4.2,12.74,7.51,1.31,54.38,1.03,18.8299999999999,0,0,0.16,1.03,2.79,0.01,0.2048,1032,6.2839999,-208.5,29.1499996,0.24,48.6800003,15.4799995,6.4499998,9.02,74.2399999999999,1.19,2.8,0.24,64.15999980000001,6.4499998,20,0.312,1.413,485.008371995,484.93951416,28.322255446000042,Hodstradt Lake,Northern Lakes and Forests,Northern Highland,070700010601,0.00293853003454743,0.00110359134215396,5.78040260923502e-4,0.00110359134215396,0.00521310198926632,1.653572935311881,44052.01751020696
